sep=,
project_log_link,type,client,site_name,project_no,shift_start_date,shift_start_day,night_or_day_shift,week_no,leave_place_of_rest,arrive_place_of_rest,total_travel_time,arrive_on_site,leave_site,total_site_time,time_lost,time_lost_2,time_lost_3,time_lost_4,inorail_staff,elr,postcode,miles_from,yards_from,miles_to,yards_to,total_yardage,was_shift_cancelled,staff_attended_count,subcontractors_attended_count,survey_grid,fiscal_week,fiscal_month,fiscal_quarter,fiscal_year,calendar_week,calendar_month,calendar_year
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/250199_Survey__Chetnole_25-08-23_W22_Saturday_Night_PS.xlsm,Survey,Volker Rail, Chetnole,250199,08/23/2025,Saturday,Night,22,18:30:00,06:30:00,04:30:00,22:30:00,06:00:00,07:30:00,02:30:00,00:00:00,00:00:00,00:00:00,P. Serwinski,0,0,148,110,148,440,301.75,No,2,3,TBC,21,5,2,2026,34,August,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/250199_Survey_Chetnole_Topo_25-08-22_W21_Friday_Day_JJ.xlsm,Survey,SRE,Chetnole Topo,250199,08/22/2025,Friday,Day,21,07:00:00,16:15:00,05:55:00,07:20:00,10:40:00,03:20:00,00:00:00,00:00:00,00:00:00,00:00:00,Josh Jackson,WEY,DT2 0NQ,148,110,148,440,301.75,No,2,2,TBC,21,5,2,2026,34,August,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/250199_Survey_Chetnole_Topo_25-08-21_W21_Thursday_Day_JJ.xlsm,Survey,SRE,Chetnole Topo,250199,08/21/2025,Thursday,Day,21,05:00:00,15:30:00,16:35:00,08:20:00,02:15:00,17:55:00,00:00:00,00:00:00,00:00:00,00:00:00,Josh Jackson,WEY,DT2 0NQ,148,110,148,440,301.75,No,2,2,TBC,21,5,2,2026,34,August,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240324_Survey_100_Chalk_Farm_Road_25-07-22_W17_Tuesday_Night_OA.xlsm,Survey,Regal London,100 Chalk Farm Road,240324,07/22/2025,Tuesday,Night,17,23:00:00,05:30:00,02:30:00,00:00:00,04:00:00,04:00:00,01:55:00,00:00:00,00:00:00,00:00:00,Ovidiu Amariutei,CRC2,0,5,700,5,900,182.88000000000102,No,3,1,Local Grid,17,4,2,2026,30,July,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240146_Survey_East_Usk_Yard_25-07-05_W15_Saturday_Night_MM.xlsm,Survey,Aureous(Keltbray),East Usk Yard,240146,07/05/2025,Saturday,Night,15,21:00:00,09:00:00,04:30:00,23:30:00,07:00:00,07:30:00,15:05:00,00:00:00,00:00:00,00:00:00,M McAvoy,SWM2,NP19 0GD,156,1405,157,165,475.48000000001048,No,4,0,GWPBS09 - Snake Grid,14,4,2,2026,27,July,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240146_Survey_Magor_25-06-28_W14_Saturday_Night_OA.xlsm,Survey,Aureous(Keltbray),Magor,240146,06/28/2025,Saturday,Night,14,21:00:00,09:00:00,05:40:00,00:00:00,06:20:00,06:20:00,02:05:00,00:00:00,00:00:00,00:00:00,Ovi Amariutei,SWM2,NP26 3HT,150,1575,151,440,571.5,No,2,2,SWRLU Snake Grid,13,3,1,2026,26,June,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240146_Survey_Llanwern_Underbridge_25-06-21_W13_Saturday_Night_OA.xlsm,Survey,Aureous(Keltbray),Llanwern Underbridge,240146,06/21/2025,Saturday,Night,13,21:00:00,08:00:00,05:00:00,23:30:00,05:30:00,06:00:00,02:25:00,00:00:00,00:00:00,00:00:00,Ovidiu Amariutei,SWM2,NP18 2DZ,154,1450,154,1570,109.72000000000116,No,2,2,Snakegrid,12,3,1,2026,25,June,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240146_Survey_Llanwern_Underbridge_25-06-12_W11_Thursday_Night_OA.xlsm,Survey,Aureous(Keltbray),Llanwern Underbridge,240146,06/12/2025,Thursday,Night,11,22:00:00,03:30:00,03:30:00,22:30:00,00:30:00,02:00:00,00:00:00,00:00:00,00:00:00,00:00:00,Ovidiu Amariutei,SWM2,NP18 2DZ,154,1450,154,1570,109.72000000000116,No,2,0,Snakegrid,11,3,1,2026,24,June,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240146_Survey_Bishton_Level_Crossing_25-06-12_W11_Thursday_Night_OA.xlsm,Survey,Aureous(Keltbray),Bishton Level Crossing,240146,06/12/2025,Thursday,Night,11,18:30:00,22:30:00,03:00:00,21:00:00,22:00:00,01:00:00,00:00:00,00:00:00,00:00:00,00:00:00,Ovidiu Amariutei,SWM2,NP18 2DZ,152,1660,153,455,507.48999999999069,No,2,0,GWPBS09 Snakegrid,11,3,1,2026,24,June,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240146_Survey_Bishton_Level_Crossing_25-06-11_W11_Wednesday_Night_JS.xlsm,Survey,Aureous(Keltbray),Bishton Level Crossing,240146,06/11/2025,Wednesday,Night,11,17:00:00,04:45:00,05:00:00,21:30:00,04:15:00,06:45:00,02:10:00,00:00:00,00:00:00,00:00:00,Joe Saxon,SWM2,NP18 2DZ,152,1660,153,455,507.48999999999069,No,2,0,GWPBS09 Snakegrid,11,3,1,2026,24,June,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240146_Survey_Bishton_Level_Crossing_25-06-11_W11_Wednesday_Night_JS - 1.xlsm,Survey,Aureous(Keltbray),Bishton Level Crossing,240146,06/11/2025,Wednesday,Night,11,17:00:00,04:45:00,05:00:00,21:30:00,04:15:00,06:45:00,02:10:00,00:00:00,00:00:00,00:00:00,Joe Saxon,SWM2,NP18 2DZ,152,1660,153,455,507.48999999999069,No,2,0,GWPBS09 Snakegrid,11,3,1,2026,24,June,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240146_Survey_Maindee_Junction_25-06-07_W11_Saturday_Night_JS - 1.xlsm,Survey,Aureous(Keltbray),Maindee Junction,240146,06/07/2025,Saturday,Night,11,23:45:00,07:05:00,00:40:00,00:00:00,06:40:00,06:40:00,01:20:00,00:00:00,00:00:00,00:00:00,Joe Saxon,SWM2,NP19 7BU,157,1195,157,1720,480.05999999999767,No,2,0,SWRLU Snake Grid,10,3,1,2026,23,June,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240146_Survey_Maindee_Junction_25-06-07_W11_Saturday_Night_JS.xlsm,Survey,Aureous(Keltbray),Maindee Junction,240146,06/07/2025,Saturday,Night,11,23:45:00,07:05:00,00:40:00,00:00:00,06:40:00,06:40:00,01:20:00,00:00:00,00:00:00,00:00:00,Joe Saxon,SWM2,NP19 7BU,157,1195,157,1720,480.05999999999767,No,2,0,SWRLU Snake Grid,10,3,1,2026,23,June,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240146_Survey_East_Usk_Yard_25-05-31_W10_Saturday_Night_OA.xlsm,Survey,Aureous(Keltbray),East Usk Yard,240146,05/31/2025,Saturday,Night,10,21:00:00,09:00:00,05:00:00,23:30:00,06:30:00,07:00:00,03:45:00,00:00:00,00:00:00,00:00:00,Ovi Amariutei,SWM2,NP19 0GD,156,1405,157,165,475.48000000001048,No,4,0,GWPBS09 - Snake Grid,9,2,1,2026,22,May,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240146_Survey_Magor_25-05-10_W7_Saturday_Night_OA.xlsm,Survey,Aureous(Keltbray),Magor,240146,05/10/2025,Saturday,Night,7,21:00:00,09:00:00,04:40:00,00:00:00,07:20:00,07:20:00,00:45:00,00:00:00,00:00:00,00:00:00,Ovi Amariutei,SWM2,NP26 3HT,150,1575,151,440,571.5,No,3,1,SWRLU Snake Grid,6,2,1,2026,19,May,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240146_Survey_Maindee_Junction_25-05-03_W6_Saturday_Night_OA.xlsm,Survey,Aureous(Keltbray),Maindee Junction,240146,05/03/2025,Saturday,Night,6,21:00:00,09:00:00,05:25:00,00:00:00,06:35:00,06:35:00,01:30:00,00:00:00,00:00:00,00:00:00,Ovi Amariutei,SWM2,NP19 7BU,157,1195,157,1720,480.05999999999767,No,3,1,SWRLU Snake Grid,5,2,1,2026,18,May,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240146_Survey_East_Usk_Yard_25-04-12_W3_Saturday_Night_OA - 1.xlsm,Survey,Aureous(Keltbray),East Usk Yard,240146,04/12/2025,Saturday,Night,3,22:00:00,09:30:00,05:00:00,00:30:00,07:00:00,06:30:00,01:30:00,00:00:00,00:00:00,00:00:00,Ovi Amariutei,SWM2,NP19 0GD,156,1405,157,165,475.48000000001048,No,4,1,GWPBS09 - Snake Grid,2,1,1,2026,15,April,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240146_Survey_East_Usk_Yard_25-04-12_W3_Saturday_Night_OA.xlsm,Survey,Aureous(Keltbray),East Usk Yard,240146,04/12/2025,Saturday,Night,3,22:00:00,09:30:00,05:00:00,00:30:00,07:00:00,06:30:00,01:30:00,00:00:00,00:00:00,00:00:00,Ovi Amariutei,SWM2,NP19 0GD,156,1405,157,165,475.48000000001048,No,4,1,GWPBS09 - Snake Grid,2,1,1,2026,15,April,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240146_Survey_Llanwern_Underbridge_25-04-05_W2_Saturday_Night_TM.xlsm,Survey,Aureous(Keltbray),Llanwern Underbridge,240146,04/05/2025,Saturday,Night,2,19:30:00,07:20:00,04:10:00,23:30:00,07:10:00,07:40:00,02:35:00,00:00:00,00:00:00,00:00:00,T Moncrieff,SWM2,NP18 2DZ,154,1450,154,1570,109.72000000000116,No,2,0,Snakegrid,1,1,1,2026,14,April,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/250222_Survey_Tyldesley_Astley_Access_Point_25-05-16_W7_Friday_DAY_KZ.xlsm,Survey,AMCO,Tyldesley Astley Access Point,250222,05/16/2025,Friday,Day,7,07:00:00,11:30:00,02:00:00,08:00:00,10:30:00,02:30:00,00:00:00,00:00:00,00:00:00,00:00:00,K Zielinski,DSE,M29 7LS,22,1182,0,0,-36486.39,No,2,1,TBC,7,2,1,2026,20,May,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/250016_Survey_South_Bermondsey_25-01-27_W44_Monday_Day_OA - 1.xlsm,Survey,Crayside,South_Bermondsey,250016,01/27/2025,Monday,Day,44,07:00:00,19:00:00,04:00:00,09:30:00,17:30:00,08:00:00,00:00:00,00:00:00,00:00:00,00:00:00,Ovidiu Amariutei,BTH1,SE16,1,1050,1,1695,589.79,No,2,1,TBC,44,10,4,2025,5,January,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/250016_Survey_South_Bermondsey_25-01-27_W44_Monday_Day_OA.xlsm,Survey,Crayside,South_Bermondsey,250016,01/27/2025,Monday,Day,44,07:00:00,19:00:00,04:00:00,09:30:00,17:30:00,08:00:00,00:00:00,00:00:00,00:00:00,00:00:00,Ovidiu Amariutei,BTH1,SE16,1,1050,1,1695,589.79,No,2,1,TBC,44,10,4,2025,5,January,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/250016_Survey_South_Bermondsey_25-02-18_W47_Tuesday_night_JS.xlsm,Survey,Crayside,South_Bermondsey,250016,02/18/2025,Tuesday,Night,47,19:30:00,00:15:00,02:45:00,20:45:00,22:45:00,02:00:00,00:00:00,00:00:00,00:00:00,00:00:00,Joe Saxon,BTH1,SE16,1,1050,1,1695,589.79,No,2,2,TBC,47,11,4,2025,8,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240146_Survey_East_Usk_Yard_25-05-24_W9_Saturday_Night_OA.xlsm,Survey,Aureous(Keltbray),East Usk Yard,240146,05/24/2025,Saturday,Night,9,21:30:00,09:30:00,05:20:00,00:00:00,06:40:00,06:40:00,03:40:00,00:00:00,00:00:00,00:00:00,Ovi Amariutei,SWM2,NP19 0GD,156,1405,157,165,475.48000000001048,No,2,0,GWPBS09 - Snake Grid,8,2,1,2026,21,May,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/2502059_CCTV Survey_W25_Night_250915_BM.xlsm,Survey,Octavius,Bristol Temple Meads,250259,09/15/2025,Monday,Night,25,20:40:00,04:45:00,03:05:00,23:00:00,04:00:00,05:00:00,00:00:00,00:00:00,00:00:00,00:00:00,Brad Myers,MVL,0,2,1650,3,170,256.02999999999975,No,2,0,TBC,25,6,2,2026,38,September,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/2502049_CCTV Survey_WK27 Saturday_Night_2509027_BM.xlsm,Survey,STORY,COWBROOK CUTTINGS,250249,09/27/2025,Saturday,Night,27,21:00:00,05:35:00,03:35:00,23:00:00,04:00:00,05:00:00,01:35:00,00:00:00,00:00:00,00:00:00,Brad Myers,MVL,SK11,2,1650,3,191,275.23000000000047,No,2,0,TBC,26,6,2,2026,39,September,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/250442_Survey_Cornbrook_Monitoring_Walkout_25-11-01_W32_Saturday_Night_CR.xlsm,Survey,Network Rail,Cornbrook Monitoring Walkout,250442,11/01/2025,Saturday,Night,32,22:00:00,05:30:00,02:00:00,23:00:00,04:30:00,05:30:00,00:00:00,00:00:00,00:00:00,00:00:00,Colin Rogers,MAJ,0,33,200,33,1210,923.54999999999563,No,1,0,N/A,31,8,3,2026,44,November,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/250328_Survey_Gobowen_25-11-22_W35_Saturday_Night_CR.xlsm,Survey,Super Rod,Gobowen,250328,11/22/2025,Saturday,Night,35,21:30:00,05:45:00,02:40:00,22:30:00,04:05:00,05:35:00,02:40:00,00:00:00,00:00:00,00:00:00,Colin Rogers,WSJ2,SY11 3JS,189,1009,189,1210,183.78999999997905,No,1,0,OSTN15 SF1,34,8,3,2026,47,November,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240324_Survey_100_Chalk_Farm_Road_25-11-24_W35_Monday_Night_OA.xlsm,Survey,Regal London,100 Chalk Farm Road,240324,11/24/2025,Monday,Night,35,23:00:00,04:00:00,02:10:00,00:00:00,02:50:00,02:50:00,03:00:00,00:00:00,00:00:00,00:00:00,Ovidiu Amariutei,CRC2,0,5,700,5,900,182.88000000000102,No,2,0,Local Grid,35,8,3,2026,48,November,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240337_Survey_MEC8665_NOB3_12A_Claxby_25-11-27_W35_Thursday_Day_OA.xlsm,Survey,AMCO,MEC8665_NOB3_12A_Claxby,240337,11/27/2025,Thursday,Day,35,08:30:00,20:30:00,00:30:00,08:30:00,20:00:00,11:30:00,00:00:00,00:00:00,00:00:00,00:00:00,Ovidiu Amariutei,NOB3,LN8 3YP,22,119,22,185,60.350000000005821,No,2,0,OSGB Grid,35,8,3,2026,48,November,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240337_Survey_MEC8665_NOB3_12A_Claxby_25-11-29_W36_Saturday_Night_OA.xlsm,Survey,AMCO,MEC8665_NOB3_12A_Claxby,240337,11/29/2025,Saturday,Night,36,18:30:00,05:00:00,08:00:00,22:30:00,01:00:00,02:30:00,02:00:00,00:00:00,00:00:00,00:00:00,Ovidiu Amariutei,NOB3,LN8 3YP,22,119,22,185,60.350000000005821,No,2,1,OSGB Grid,35,8,3,2026,48,November,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240337_Survey_MEC8665_NOB3_12A_Claxby_25-12-02_W36_Tuesday_Day_OA.xlsm,Survey,AMCO,MEC8665_NOB3_12A_Claxby,240337,12/02/2025,Tuesday,Day,36,06:00:00,18:00:00,03:00:00,08:30:00,17:30:00,09:00:00,00:00:00,00:00:00,00:00:00,00:00:00,Ovidiu Amariutei,NOB3,LN8 3YP,22,119,22,185,60.350000000005821,No,1,0,OSGB Grid,36,9,3,2026,49,December,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240337_Survey_MEC8665_NOB3_12A_Claxby_25-12-03_W36_Wednesday_Day_OA.xlsm,Survey,AMCO,MEC8665_NOB3_12A_Claxby,240337,12/03/2025,Wednesday,Day,36,07:00:00,17:30:00,01:30:00,07:30:00,16:30:00,09:00:00,00:00:00,00:00:00,00:00:00,00:00:00,Ovidiu Amariutei,NOB3,LN8 3YP,22,119,22,185,60.350000000005821,No,1,0,OSGB Grid,36,9,3,2026,49,December,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Welham_Green_Station_25-04-22_W04_Thursday_Night_JS.xlsm,Survey,CRSA,Welham Green Station,240335,04/23/2025,Wednesday,Night,4,20:00:00,01:15:00,03:50:00,23:30:00,00:55:00,01:25:00,05:05:00,00:00:00,00:00:00,00:00:00,Joe Saxon,ECM1,AL9 7PE,15,285,15,853,519.38000000000102,Yes,2,0,ECML Snakegrid,4,1,1,2026,17,April,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240098_Survey_Tame_Bridge_Parkway_18-10-25_W30_Saturday_Night_SP.xlsm,Survey,CRSA,Tame Bridge Parkway,240098,10/18/2025,Saturday,Night,30,22:40:00,08:35:00,03:00:00,00:20:00,07:15:00,06:55:00,02:35:00,00:00:00,00:00:00,00:00:00,Sam Percival,PBJ,WS10 0LD,7,939,7,1276,308.14999999999964,No,2,0,Local Pseudo OS,29,7,3,2026,42,October,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Menstone_No.1_25-10-18_W30_Saturday_Night_M.xlsm,Survey,CRSA,Menstone No.1,240335,10/18/2025,Saturday,Night,30,22:30:00,08:25:00,03:05:00,00:30:00,07:20:00,06:50:00,02:00:00,00:00:00,00:00:00,00:00:00,M.Cowell,ILK1,LS29 6JH,205,550,206,925,1952.2399999999907,No,1,2,TBC,29,7,3,2026,42,October,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Rickerscote_SF_25-10-11_W29_Saturday_Night_OA.xlsm,Survey,CRSA,Rickerscote SF,240335,10/11/2025,Saturday,Night,29,21:00:00,09:00:00,04:45:00,23:30:00,06:45:00,07:15:00,03:50:00,00:00:00,00:00:00,00:00:00,Ovidiu Amariutei,RBS3,ST17 4ED,28,300,28,803,459.95000000000437,No,3,0,Local (OSTN15),28,7,3,2026,41,October,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Rickerscote_SF_25-10-09_W28_Thursday_Night_JS.xlsm,Survey,CRSA,Rickerscote SF,240335,10/09/2025,Thursday,Night,28,22:00:00,06:10:00,04:00:00,00:00:00,04:10:00,04:10:00,02:05:00,00:00:00,00:00:00,00:00:00,Joe Saxon,RBS3,ST17 4ED,28,300,28,803,459.95000000000437,No,3,0,Local (OSTN15),28,7,3,2026,41,October,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Rickerscote_SF_25-10-08_W28_Wednesday_Night_JS.xlsm,Survey,CRSA,Rickerscote SF,240335,10/08/2025,Wednesday,Night,28,22:00:00,06:10:00,04:00:00,00:00:00,04:10:00,04:10:00,01:40:00,00:00:00,00:00:00,00:00:00,Joe Saxon,RBS3,ST17 4ED,28,300,28,803,459.95000000000437,No,3,0,Local (OSTN15),28,7,3,2026,41,October,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Rickerscote_SF_25-10-07_W28_Tuesday_Night_JS.xlsm,Survey,CRSA,Rickerscote SF,240335,10/07/2025,Tuesday,Night,28,22:00:00,06:10:00,04:00:00,00:00:00,04:10:00,04:10:00,01:20:00,00:00:00,00:00:00,00:00:00,Joe Saxon,RBS3,ST17 4ED,28,300,28,803,459.95000000000437,No,2,0,Local (OSTN15),28,7,3,2026,41,October,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Rickerscote_SF_25-10-06_W28_Monday_Night_JS.xlsm,Survey,CRSA,Rickerscote SF,240335,10/06/2025,Monday,Night,28,22:00:00,06:10:00,04:00:00,00:00:00,04:10:00,04:10:00,02:05:00,00:00:00,00:00:00,00:00:00,Joe Saxon,RBS3,ST17 4ED,28,300,28,803,459.95000000000437,No,2,0,Local (OSTN15),28,7,3,2026,41,October,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Rickerscote_SF_25-10-04_W28_Saturday_Night_JS.xlsm,Survey,CRSA,Rickerscote SF,240335,10/04/2025,Saturday,Night,28,21:00:00,08:20:00,04:00:00,23:00:00,06:20:00,07:20:00,03:00:00,00:00:00,00:00:00,00:00:00,Joe Saxon,RBS3,ST17 4ED,28,300,28,803,459.95000000000437,No,2,0,Local (OSTN15),27,7,3,2026,40,October,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Menstone_No.1_25-10-04_W28_Saturday_Night_PS.xlsm,Survey,CRSA,Menstone No.1,240335,10/04/2025,Saturday,Night,28,21:15:00,09:00:00,05:50:00,00:30:00,06:25:00,05:55:00,01:30:00,00:00:00,00:00:00,00:00:00,P. Serwinski,ILK1,LS29 6JH,205,550,206,925,1952.2399999999907,No,3,0,TBC,27,7,3,2026,40,October,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Menstone_No.1_25-09-27_W27_Saturday_Night_JJ.xlsm,Survey,CRSA,Menstone No.1,240335,09/27/2025,Saturday,Night,27,21:15:00,09:00:00,05:15:00,00:10:00,06:40:00,06:30:00,04:10:00,00:00:00,00:00:00,00:00:00,Josh Jackson,ILK1,LS29 6JH,205,550,206,925,1952.2399999999907,No,3,0,Local,26,6,2,2026,39,September,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Rickerscote_SF_25-09-22_W26_Monday_Night_JS - 1.xlsm,Survey,CRSA,Rickerscote SF,240335,09/22/2025,Monday,Night,26,21:00:00,04:45:00,04:00:00,23:00:00,02:45:00,03:45:00,01:55:00,00:00:00,00:00:00,00:00:00,Joe Saxon,RBS3,ST17 4ED,28,300,28,803,459.95000000000437,No,3,0,Local (OSTN15),26,6,2,2026,39,September,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Rickerscote_SF_25-09-22_W26_Monday_Night_JS.xlsm,Survey,CRSA,Rickerscote SF,240335,09/22/2025,Monday,Night,26,21:00:00,04:45:00,04:00:00,23:00:00,02:45:00,03:45:00,01:55:00,00:00:00,00:00:00,00:00:00,Joe Saxon,RBS3,ST17 4ED,28,300,28,803,459.95000000000437,No,2,0,Local (OSTN15),26,6,2,2026,39,September,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Rickerscote_SF_25-09-20_W26_Saturday_Night_JS.xlsm,Survey,CRSA,Rickerscote SF,240335,09/20/2025,Saturday,Night,26,21:00:00,09:00:00,03:30:00,23:00:00,07:30:00,08:30:00,04:55:00,00:00:00,00:00:00,00:00:00,Joe Saxon,RBS3,ST17 4ED,28,300,28,803,459.95000000000437,No,3,0,Local (OSTN15),25,6,2,2026,38,September,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Hatch_End_Feeder_25-09-18_W25_Thursday_Night_OA.xlsm,Survey,CRSA,Hatch End Feeder,240335,09/18/2025,Thursday,Night,25,22:00:00,04:00:00,02:30:00,23:15:00,02:45:00,03:30:00,03:55:00,00:00:00,00:00:00,00:00:00,Ovidiu Amariutei,LEC1,WD19 5EG,13,960,14,204,918.04999999999927,No,2,0,WCML,25,6,2,2026,38,September,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Hatch_End_Feeder_25-09-17_W25_Wednesday_Night_JS.xlsm,Survey,CRSA,Hatch End Feeder,240335,09/17/2025,Wednesday,Night,25,23:00:00,01:20:00,00:40:00,23:20:00,01:00:00,01:40:00,05:45:00,00:00:00,00:00:00,00:00:00,Joe Saxon,LEC1,WD19 5EG,13,960,14,204,918.04999999999927,No,2,0,WCML,25,6,2,2026,38,September,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Hatch_End_Feeder_25-09-16_W25_Tuesday_Night_JS.xlsm,Survey,CRSA,Hatch End Feeder,240335,09/16/2025,Tuesday,Night,25,20:00:00,04:00:00,03:45:00,23:30:00,03:45:00,04:15:00,03:20:00,00:00:00,00:00:00,00:00:00,Joe Saxon,LEC1,WD19 5EG,13,960,14,204,918.04999999999927,No,2,0,WCML,25,6,2,2026,38,September,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Hatch_End_Feeder_25-09-15_W25_Monday_Night_OA.xlsm,Survey,CRSA,Hatch End Feeder,240335,09/15/2025,Monday,Night,25,22:00:00,05:30:00,02:40:00,23:30:00,04:20:00,04:50:00,01:55:00,00:00:00,00:00:00,00:00:00,Ovidiu Amariutei,LEC1,WD19 5EG,13,960,14,204,918.04999999999927,No,2,0,WCML,25,6,2,2026,38,September,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Hatch_End_Feeder_25-09-04_W23_Thursday_Night_OA.xlsm,Survey,CRSA,Hatch End Feeder,240335,09/04/2025,Thursday,Night,23,22:00:00,05:00:00,02:45:00,23:45:00,04:00:00,04:15:00,02:05:00,00:00:00,00:00:00,00:00:00,Ovidiu Amariutei,LEC1,WD19 5EG,13,960,14,204,918.04999999999927,No,4,1,WCML,23,6,2,2026,36,September,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Hatch_End_Feeder_25-09-03_W23_Wednesday_Night_OA.xlsm,Survey,CRSA,Hatch End Feeder,240335,09/03/2025,Wednesday,Night,23,22:00:00,05:00:00,02:45:00,23:45:00,04:00:00,04:15:00,02:00:00,00:00:00,00:00:00,00:00:00,Ovidiu Amariutei,LEC1,WD19 5EG,13,960,14,204,918.04999999999927,No,4,1,WCML,23,6,2,2026,36,September,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Hatch_End_Feeder_25-09-01_W23_Monday_Night_JS.xlsm,Survey,CRSA,Hatch End Feeder,240335,09/01/2025,Monday,Night,23,20:15:00,02:15:00,00:35:00,20:30:00,01:55:00,05:25:00,01:15:00,00:00:00,00:00:00,00:00:00,Joe Saxon,LEC1,WD19 5EG,13,960,14,204,918.04999999999927,No,5,1,WCML,23,6,2,2026,36,September,2025
