sep=,
project_log_link,type,client,site_name,project_no,shift_start_date,shift_start_day,night_or_day_shift,week_no,leave_place_of_rest,arrive_place_of_rest,total_travel_time,arrive_on_site,leave_site,total_site_time,time_lost,time_lost_2,time_lost_3,time_lost_4,inorail_staff,elr,postcode,miles_from,yards_from,miles_to,yards_to,total_yardage,was_shift_cancelled,staff_attended_count,subcontractors_attended_count,survey_grid,fiscal_week,fiscal_month,fiscal_quarter,fiscal_year,calendar_week,calendar_month,calendar_year
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-09-17_1071_Acton Lane - Setting Out_Wednesday_Night_W25_OA.xlsm,Survey,AMCO,Acton Lane - Setting Out,1071,09/17/2025,Wednesday,Night,25,18:00:00,02:00:00,04:00:00,20:00:00,00:00:00,04:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,,,6,59,6,89,30,,,,,25,6,2,2026,38,September,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-10-14_1071_Acton Lane - Setting Out_Tuesday_Day_W29_OA.xlsm,Survey,AMCO,Acton Lane - Setting Out,1071,10/14/2025,Tuesday,Day,29,06:30:00,13:30:00,04:30:00,09:00:00,11:30:00,02:30:00,00:00:00,00:00:00,00:00:00,00:00:00,,,,6,59,6,89,30,,,,,29,7,3,2026,42,October,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-11-05_1071_Acton Lane - Setting Out_Wednesday_Day_W32_OA.xlsm,Survey,AMCO,Acton Lane - Setting Out,1071,11/05/2025,Wednesday,Day,32,06:30:00,12:30:00,04:00:00,09:00:00,11:00:00,02:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,,,6,59,6,89,30,,,,,32,8,3,2026,45,November,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-01-16_2500XX_Emergency Monitoring G0825_Thursday_Night_W42_OA.xlsm,Monitoring,AMCO,Emergency Monitoring G0825,250000,01/16/2025,Thursday,Night,42,23:00:00,05:15:00,02:00:00,00:00:00,04:15:00,04:15:00,02:00:00,00:00:00,00:00:00,00:00:00,,,,8,738,8,763,25,,,,,42,10,4,2025,3,January,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-01-13_240207_SIGNAL BASE Monitoring Installation_Monday_Night_W42_KZ.xlsm,Monitoring,Amey,SIGNAL BASE Monitoring Installation,240207,01/13/2025,Monday,Night,42,00:00:00,00:00:00,19:10:00,23:00:00,03:50:00,04:50:00,02:25:00,00:00:00,00:00:00,00:00:00,,,,0,0,0,0,0,,,,,42,10,4,2025,3,January,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-03-23_240027_High Road Wembley_Sunday_Night_W52.xlsm,Monitoring,Regal London,High Road Wembley,240027,03/23/2025,Sunday,Night,52,23:30:00,05:30:00,02:00:00,00:30:00,04:30:00,04:00:00,02:30:00,00:00:00,00:00:00,00:00:00,,,,4,1294,4,1442,148,,,,,51,12,4,2025,12,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-03-01_240025_Victoria North Monitoring_Saturday_Night_W49_P.xlsm,Monitoring,BAM,Victoria North Monitoring,240025,03/01/2025,Saturday,Night,49,23:30:00,03:26:00,01:20:00,23:59:00,02:35:00,02:36:00,00:27:00,00:00:00,00:00:00,00:00:00,,,,0,0,0,0,0,,,,,48,12,4,2025,9,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-10-04_240174_Lime Kiln Underbridge_Saturday_Night_W28_AR.xlsm,Monitoring,AMCO,Lime Kiln Underbridge,240174,10/04/2025,Saturday,Night,28,21:30:00,06:00:00,05:30:00,00:00:00,03:00:00,03:00:00,05:50:00,00:00:00,00:00:00,00:00:00,,,,0,0,0,0,0,,,,,27,7,3,2026,40,October,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-09-16_250130_Huddersfield Station UTX&Piling Area__Day_W25.xlsm,Monitoring,BAM,Huddersfield Station UTX&Piling Area,250130,09/16/2025,0,Day,25,00:00:00,00:00:00,16:15:00,08:00:00,15:45:00,07:45:00,06:00:00,00:00:00,00:00:00,00:00:00,,,,0,0,0,0,0,,,,,25,6,2,2026,38,September,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-01-11_240245_Diggle Structures GI_Saturday_Night_W42_AL.xlsm,SI-GI,CRSA,Diggle Structures GI,240245,01/11/2025,Saturday,Night,42,21:45:00,05:35:00,01:20:00,22:30:00,05:00:00,06:30:00,01:22:00,00:00:00,00:00:00,00:00:00,,,,0,0,0,0,0,,,,,41,10,4,2025,2,January,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-01-14_240245_Diggle Structures GI_Tuesday_Night_W42_AL.xlsm,SI-GI,CRSA,Diggle Structures GI,240245,01/14/2025,Tuesday,Night,42,22:20:00,04:00:00,01:10:00,22:50:00,03:20:00,04:30:00,03:57:00,00:00:00,00:00:00,00:00:00,,,,0,0,0,0,0,,,,,42,10,4,2025,3,January,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-01-13_240245_Diggle Structures GI_Monday_Night_W42_AL.xlsm,SI-GI,CRSA,Diggle Structures GI,240245,01/13/2025,Monday,Night,42,21:25:00,03:45:00,01:05:00,21:50:00,03:05:00,05:15:00,01:22:00,00:00:00,00:00:00,00:00:00,,,,0,0,0,0,0,,,,,42,10,4,2025,3,January,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-01-15_240245_Diggle Structures GI_Wednesday_Night_W42_AL.xlsm,SI-GI,CRSA,Diggle Structures GI,240245,01/15/2025,Wednesday,Night,42,21:20:00,03:15:00,01:20:00,21:50:00,02:25:00,04:35:00,07:00:00,00:00:00,00:00:00,00:00:00,,,,0,0,0,0,0,,,,,42,10,4,2025,3,January,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-01-16_240245_Diggle Structures GI_Thursday_Night_W42_AL.xlsm,SI-GI,CRSA,Diggle Structures GI,240245,01/16/2025,Thursday,Night,42,21:25:00,01:10:00,01:20:00,22:00:00,00:25:00,02:25:00,07:00:00,00:00:00,00:00:00,00:00:00,,,,0,0,0,0,0,,,,,42,10,4,2025,3,January,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-01-18_240245_Marsden & Slaithwaite Structures GI_Saturday_Day_W42_AL.xlsm,SI-GI,CRSA,Marsden & Slaithwaite Structures GI,240245,01/18/2025,Saturday,Day,42,07:00:00,17:00:00,01:15:00,07:30:00,16:15:00,08:45:00,07:00:00,00:00:00,00:00:00,00:00:00,,,,0,0,0,0,0,,,,,42,10,4,2025,3,January,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-01-21_240245_Diggle Structures GI_Tuesday_Night_W43_AL.xlsm,SI-GI,CRSA,Diggle Structures GI,240245,01/21/2025,Tuesday,Night,43,19:30:00,01:55:00,01:10:00,20:00:00,01:15:00,05:15:00,07:00:00,00:00:00,00:00:00,00:00:00,,,,0,0,0,0,0,,,,,43,10,4,2025,4,January,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-01-21_240245_TRU GI STRUCTURES_Tuesday_Night_W43_MC.xlsm,SI-GI,CRSA,TRU GI STRUCTURES,240245,01/21/2025,Tuesday,Night,43,22:00:00,05:20:00,02:50:00,23:30:00,04:00:00,04:30:00,00:40:00,00:00:00,00:00:00,00:00:00,,,,0,0,0,0,0,,,,,43,10,4,2025,4,January,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-01-20_240245_Marsden Structures GI_Monday_Night_W43_AL.xlsm,SI-GI,CRSA,Marsden Structures GI,240245,01/20/2025,Monday,Night,43,19:30:00,04:00:00,01:10:00,20:00:00,03:20:00,07:20:00,07:00:00,00:00:00,00:00:00,00:00:00,,,,0,0,0,0,0,,,,,43,10,4,2025,4,January,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-01-23_240245_Marsden Train St Slit Trench DR325 GPR DR324_Thursday_Night_W43_KZ.xlsm,SI-GI,CRSA,Marsden Train St Slit Trench DR325 GPR DR324,240245,01/23/2025,Thursday,Night,43,00:00:00,00:00:00,17:35:00,20:15:00,02:40:00,06:25:00,07:00:00,00:00:00,00:00:00,00:00:00,,,,0,0,0,0,0,,,,,43,10,4,2025,4,January,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-01-23_240245_Marsden Structures GI_Thursday_Night_W43_AL.xlsm,SI-GI,CRSA,Marsden Structures GI,240245,01/23/2025,Thursday,Night,43,18:30:00,03:25:00,02:15:00,20:00:00,02:40:00,06:40:00,07:00:00,00:00:00,00:00:00,00:00:00,,,,0,0,0,0,0,,,,,43,10,4,2025,4,January,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-01-22_240245_Diggle Structures GI_Wednesday_Night_W43_AL.xlsm,SI-GI,CRSA,Diggle Structures GI,240245,01/22/2025,Wednesday,Night,43,19:30:00,23:40:00,01:10:00,20:00:00,23:00:00,03:00:00,07:00:00,00:00:00,00:00:00,00:00:00,,,,0,0,0,0,0,,,,,43,10,4,2025,4,January,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-01-24_240245_Marsden Train St Slit Trench DR325 GPR DR324_Friday_Night_W43_KZ.xlsm,SI-GI,CRSA,Marsden Train St Slit Trench DR325 GPR DR324,240245,01/24/2025,Friday,Night,43,00:00:00,00:00:00,18:20:00,20:00:00,01:40:00,05:40:00,07:00:00,00:00:00,00:00:00,00:00:00,,,,0,0,0,0,0,,,,,43,10,4,2025,4,January,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-01-04_240098_Crowthorne_Junction_Saturday_Night_W41_PS.xlsm,Survey,CRSA,Crowthorne_Junction,240098,01/04/2025,Saturday,Night,41,22:00:00,07:00:00,02:55:00,23:55:00,06:00:00,06:05:00,02:05:00,00:00:00,00:00:00,00:00:00,,,,0,1177,0,1616,439,,,,,40,10,4,2025,1,January,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-01-11_240098_Crowthorne_Junction_Saturday_Night_W42_PS.xlsm,Survey,CRSA,Crowthorne_Junction,240098,01/11/2025,Saturday,Night,42,00:00:00,00:00:00,20:10:00,23:55:00,03:45:00,03:50:00,04:10:00,00:00:00,00:00:00,00:00:00,,,,0,1177,0,1616,439,,,,,41,10,4,2025,2,January,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-01-15_240098_Crowthorne_Junction_Wednesday_day_W42_JS.xlsm,Survey,CRSA,Crowthorne_Junction,240098,01/15/2025,Wednesday,Day,42,00:00:00,00:00:00,23:00:00,14:30:00,15:30:00,01:00:00,02:50:00,00:00:00,00:00:00,00:00:00,,,,0,1177,0,1616,439,,,,,42,10,4,2025,3,January,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-01-18_240098_Crowthorne_Junction_Saturday_Night_W43_TM.xlsm,Survey,CRSA,Crowthorne_Junction,240098,01/18/2025,Saturday,Night,43,22:30:00,08:30:00,09:30:00,23:30:00,00:00:00,00:30:00,00:02:00,00:00:00,00:00:00,00:00:00,,,,0,1177,0,1616,439,,,,,42,10,4,2025,3,January,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-01-20_240245_Diggle_Monday_Night_W43_AL.xlsm,Survey,CRSA,Diggle,240245,01/20/2025,Monday,Night,43,19:30:00,04:00:00,01:10:00,20:00:00,03:20:00,07:20:00,07:00:00,00:00:00,00:00:00,00:00:00,,,,0,0,0,0,0,,,,,43,10,4,2025,4,January,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-01-19_240245_Mossley-Wakefield Drainage Topo_Sunday_Day_W43_AL.xlsm,Survey,CRSA,Mossley-Wakefield Drainage Topo,240245,01/19/2025,Sunday,Day,43,07:25:00,14:30:00,01:55:00,07:50:00,13:00:00,05:10:00,07:00:00,00:00:00,00:00:00,00:00:00,,,,0,0,0,0,0,,,,,42,10,4,2025,3,January,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-01-26_250016_South Bermondsey_Sunday_Night_W44_PS.xlsm,Survey,Crayside,South Bermondsey,250016,01/26/2025,Sunday,Night,44,00:00:00,00:00:00,13:00:00,07:00:00,18:00:00,11:00:00,02:00:00,00:00:00,00:00:00,00:00:00,,,,0,0,0,0,0,,,,,43,10,4,2025,4,January,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-02-03_240098_Aspatria_Monday_Night_W45_TM - 1.xlsm,Survey,CRSA,Aspatria,240098,02/03/2025,Monday,Night,45,20:00:00,05:00:00,05:10:00,22:45:00,02:35:00,03:50:00,00:40:00,00:00:00,00:00:00,00:00:00,,,,7,580,8,370,1550,,,,,45,11,4,2025,6,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-02-03_240098_Aspatria_Monday_Night_W45_TM.xlsm,Survey,CRSA,Aspatria,240098,02/03/2025,Monday,Night,45,20:00:00,05:00:00,05:10:00,22:45:00,02:35:00,03:50:00,00:40:00,00:00:00,00:00:00,00:00:00,,,,7,580,8,370,1550,,,,,45,11,4,2025,6,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-03-01_240098_Crowthorne_Junction_Saturday_Night_W49_JK.xlsm,Survey,CRSA,Crowthorne_Junction,240098,03/01/2025,Saturday,Night,49,22:30:00,08:30:00,09:30:00,23:30:00,00:00:00,00:30:00,01:55:00,00:00:00,00:00:00,00:00:00,,,,0,1177,0,1616,439,,,,,48,12,4,2025,9,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-03-15_P-396_Marsden UTX Monitoring Removal_Saturday_Night_W51_KZ.xlsm,Survey,BAM,Marsden UTX Monitoring Removal,396,03/15/2025,Saturday,Night,51,22:00:00,04:00:00,01:45:00,23:00:00,03:15:00,04:15:00,01:10:00,00:00:00,00:00:00,00:00:00,,,,0,0,0,0,0,,,,,50,12,4,2025,11,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-03-29_250164_Station House Emergency Monitoring_Saturday_Night_W1_LT.xlsm,Survey,AMCO,Station House Emergency Monitoring,250164,03/29/2025,Saturday,Night,1,21:00:00,10:00:00,08:15:00,02:15:00,07:00:00,04:45:00,04:45:00,00:00:00,00:00:00,00:00:00,,,,0,0,0,0,0,,,,,52,12,4,2025,13,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-05-03_240183_WCML LE Tranche 6 (CR411&CR413 Signal)_Saturday_Night_W6_KZ.xlsm,Survey,ReadyPower,WCML LE Tranche 6 (CR411&CR413 Signal),240183,05/03/2025,Saturday,Night,6,00:00:00,00:00:00,19:05:00,23:45:00,04:40:00,04:55:00,01:50:00,00:00:00,00:00:00,00:00:00,,,,0,0,0,0,0,,,,,5,2,1,2026,18,May,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-04-30_240183_WCML LE Tranche 6 (CR417 Signal)_Wednesday_Night_W5_KZ.xlsm,Survey,ReadyPower,WCML LE Tranche 6 (CR417 Signal),240183,04/30/2025,Wednesday,Night,5,00:00:00,00:00:00,19:45:00,23:30:00,03:45:00,04:15:00,02:00:00,00:00:00,00:00:00,00:00:00,,,,0,0,0,0,0,,,,,5,1,1,2026,18,April,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-05-06_240183_WCML LE Tranche 6 (CR36 Signal)_Tuesday_Night_W6_KZ.xlsm,Survey,ReadyPower,WCML LE Tranche 6 (CR36 Signal),240183,05/06/2025,Tuesday,Night,6,00:00:00,00:00:00,19:35:00,22:30:00,02:55:00,04:25:00,02:00:00,00:00:00,00:00:00,00:00:00,,,,0,0,0,0,0,,,,,6,2,1,2026,19,May,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-05-07_240207_GHE RRAP_Wednesday_Night_W6_MM.xlsm,Survey,Amey,GHE RRAP,240207,05/07/2025,Wednesday,Night,6,20:30:00,06:00:00,04:45:00,22:30:00,03:15:00,04:45:00,02:45:00,00:00:00,00:00:00,00:00:00,,,,0,0,0,0,0,,,,,6,2,1,2026,19,May,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-05-07_240183_WCML LE Tranche 6 (CR51 Signal)_Wednesday_Night_W6_KZ.xlsm,Survey,ReadyPower,WCML LE Tranche 6 (CR51 Signal),240183,05/07/2025,Wednesday,Night,6,00:00:00,00:00:00,19:55:00,22:30:00,02:35:00,04:05:00,02:05:00,00:00:00,00:00:00,00:00:00,,,,0,0,0,0,0,,,,,6,2,1,2026,19,May,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-05-08_240183_WCML LE Tranche 6 (MT14R Signal)_Thursday_Night_W6_KZ.xlsm,Survey,ReadyPower,WCML LE Tranche 6 (MT14R Signal),240183,05/08/2025,Thursday,Night,6,00:00:00,00:00:00,20:40:00,23:00:00,02:20:00,03:20:00,02:00:00,00:00:00,00:00:00,00:00:00,,,,0,0,0,0,0,,,,,6,2,1,2026,19,May,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-06-16_240098_Crowthorne_Junction_Monday_Night_W12_.xlsm,Survey,CRSA,Crowthorne_Junction,240098,06/16/2025,Monday,Night,12,22:30:00,04:30:00,02:00:00,23:30:00,03:30:00,04:00:00,02:40:00,00:00:00,00:00:00,00:00:00,,,,0,1177,0,1616,439,,,,,12,3,1,2026,25,June,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-07-02_P-240098_Milton Keynes Drainage_Wednesday_Night_W14_KZ.xlsm,Survey,CRSA,Milton Keynes Drainage,240098,07/02/2025,Wednesday,Night,14,23:00:00,01:40:00,00:40:00,23:20:00,01:20:00,02:00:00,01:40:00,00:00:00,00:00:00,00:00:00,,,,49,856,50,779,1683,,,,,14,4,2,2026,27,July,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-07-01_P-240098_Milton Keynes Drainage_Tuesday_Night_W14_KZ.xlsm,Survey,CRSA,Milton Keynes Drainage,240098,07/01/2025,Tuesday,Night,14,19:00:00,03:30:00,03:10:00,22:00:00,03:20:00,05:20:00,03:16:00,00:00:00,00:00:00,00:00:00,,,,49,856,50,779,1683,,,,,14,4,2,2026,27,July,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-07-16_250263_Doncaster Sidings _Wednesday_Night_W16_KZ.xlsm,Survey,BAM,Doncaster Sidings,250263,07/16/2025,Wednesday,Night,16,20:00:00,06:40:00,04:00:00,22:00:00,04:40:00,06:40:00,01:30:00,00:00:00,00:00:00,00:00:00,,,,0,0,0,0,0,,,,,16,4,2,2026,29,July,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-07-17_250263_Doncaster Sidings _Thursday_Night_W16_KZ.xlsm,Survey,BAM,Doncaster Sidings,250263,07/17/2025,Thursday,Night,16,20:00:00,06:40:00,04:00:00,22:00:00,04:40:00,06:40:00,02:00:00,00:00:00,00:00:00,00:00:00,,,,0,0,0,0,0,,,,,16,4,2,2026,29,July,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-08-02_240283_Four Gates_Saturday_Night_W19_JB.xlsm,Survey,AMCO,Four Gates,240283,08/02/2025,Saturday,Night,19,21:30:00,06:45:00,03:00:00,23:30:00,05:45:00,06:15:00,02:30:00,00:00:00,00:00:00,00:00:00,,,,0,0,0,0,0,,,,,18,5,2,2026,31,August,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-07-19_250283_Macclesfield Node install_Saturday_Night_W17_KZ.xlsm,Survey,CRSA,Macclesfield Node install,250283,07/19/2025,Saturday,Night,17,23:20:00,04:00:00,01:20:00,00:00:00,03:20:00,03:20:00,02:30:00,00:00:00,00:00:00,00:00:00,,,,0,0,0,0,0,,,,,16,4,2,2026,29,July,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/24_04_20_240245_Katherine_Street_Tunnel_Saturday_Night_W4_PD.xlsm,SI-GI,STORY,Katherine Street Tunnel,240245,04/20/2025,Sunday,Night,4,20:30:00,08:00:00,02:45:00,21:45:00,06:30:00,08:45:00,01:25:00,00:00:00,00:00:00,00:00:00,,,,0,0,0,0,0,,,,,3,1,1,2026,16,April,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/24_05_28_240207_TRU_W4_Monitoring_Wednesday_Night_W9_JS.xlsm,Monitoring,Amey,TRU W4 Monitoring,240207,05/28/2025,Wednesday,Night,9,19:30:00,02:10:00,04:30:00,23:40:00,01:50:00,02:10:00,01:40:00,00:00:00,00:00:00,00:00:00,,,,0,0,0,0,0,,,,,9,2,1,2026,22,May,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/24_06_02_P_240207_TRU_W4_Monitoring_Monday_Night_W10_JS.xlsm,Monitoring,Amey,TRU W4 Monitoring,240207,06/02/2025,Monday,Night,10,22:45:00,03:10:00,01:05:00,23:15:00,02:35:00,03:20:00,01:15:00,00:00:00,00:00:00,00:00:00,,,,0,0,0,0,0,,,,,10,3,1,2026,23,June,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/24_06_03_240207_TRU_W4_Monitoring_Tuesday_Night_W10_JS.xlsm,Monitoring,Amey,TRU W4 Monitoring,240207,06/03/2025,Tuesday,Night,10,22:45:00,03:10:00,01:05:00,23:15:00,02:35:00,03:20:00,01:15:00,00:00:00,00:00:00,00:00:00,,,,0,0,0,0,0,,,,,10,3,1,2026,23,June,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25_01_11_240025_Victoria_North_Monitoring_Saturday_Night_W42_LT.xlsm,Monitoring,BAM,Victoria North Monitoring,240025,01/11/2025,Saturday,Night,42,22:15:00,05:15:00,02:00:00,23:20:00,04:20:00,05:00:00,04:35:00,00:00:00,00:00:00,00:00:00,,,,0,0,0,0,0,,,,,41,10,4,2025,2,January,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25_01_11_240098_Bridge_29_Saturday_Night_W42_JS.xlsm,Survey,CRSA,Bridge 29,240098,01/11/2025,Saturday,Night,42,00:30:00,07:00:00,00:50:00,00:55:00,06:35:00,05:40:00,02:25:00,00:00:00,00:00:00,00:00:00,,,,1,385,1,1035,650,,,,,41,10,4,2025,2,January,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25_01_11_240245_Katherine_Street_Tunnel_Saturday_Night_W42_PD.xlsm,SI-GI,STORY,Katherine Street Tunnel,240245,01/11/2025,Saturday,Night,42,20:30:00,08:00:00,02:45:00,21:45:00,06:30:00,08:45:00,01:25:00,00:00:00,00:00:00,00:00:00,,,,0,0,0,0,0,,,,,41,10,4,2025,2,January,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25_01_18_240278_Thatto_Heath_Saturday_Night_W43_LT.xlsm,Survey,AMCO,Thatto Heath,240278,01/18/2025,Saturday,Night,43,22:30:00,06:45:00,01:30:00,23:15:00,06:00:00,06:45:00,04:02:00,00:00:00,00:00:00,00:00:00,,,,0,0,0,0,0,,,,,42,10,4,2025,3,January,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-01-18_P-240318_Drlington_Station_Saturday_Night_W43_JS.xlsm,Survey,CRSA,Drlington Station,240318,01/18/2025,Saturday,Night,43,22:30:00,06:35:00,02:10:00,23:35:00,05:30:00,05:55:00,03:35:00,00:00:00,00:00:00,00:00:00,,,,0,0,0,0,0,,,,,42,10,4,2025,3,January,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-01-23_P-240360_W2B_Datum_Plates_Thursday_Night_W43_JS.xlsm,Survey,ReadyPower,W2B Datum Plates,240360,01/23/2025,Thursday,Night,43,21:30:00,05:20:00,02:25:00,22:45:00,04:10:00,05:25:00,00:59:00,00:00:00,00:00:00,00:00:00,,,,0,0,0,0,0,,,,,43,10,4,2025,4,January,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-02-04_P-240360_W2B_Datum_Plates_Tuesday_Night_W45_JS.xlsm,Survey,ReadyPower,W2B Datum Plates,240360,02/04/2025,Tuesday,Night,45,21:30:00,02:15:00,02:30:00,22:45:00,01:00:00,02:15:00,03:50:00,00:00:00,00:00:00,00:00:00,,,,0,0,0,0,0,,,,,45,11,4,2025,6,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240207_Monitoring_TRU_Howley_Mill_Gedo_monitoring__25-10-20_W30_Monday_Day_PS.xlsm,Monitoring,Amey,TRU_Howley Mill Gedo monitoring,240207,10/20/2025,Monday,Day,30,04:50:00,09:50:00,01:45:00,05:45:00,09:00:00,03:15:00,02:15:00,00:00:00,00:00:00,00:00:00,P. Serwinski,,,,,,,,No,1,2,TPEN16,30,7,3,2026,43,October,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/250390_Monitoring_AMCO_Kirk_Hill_SPC5-88_25-10-05_W28_Sunday_Day_OA.xlsm,Monitoring,AMCO,AMCO_Kirk_Hill_SPC5-88,250390,10/05/2025,Sunday,Day,28,04:30:00,16:30:00,04:15:00,07:00:00,14:45:00,07:45:00,01:00:00,00:00:00,00:00:00,00:00:00,Ovidiu Amariutei,,,,,,,,No,1,3,OSGB 15/MML-05,27,7,3,2026,40,October,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/250390_Monitoring_AMCO_Kirk_Hill_SPC5-88_25-10-04_W28_Saturday_Day_OA.xlsm,Monitoring,AMCO,AMCO_Kirk_Hill_SPC5-88,250390,10/04/2025,Saturday,Day,28,05:00:00,17:00:00,04:30:00,07:30:00,15:00:00,07:30:00,01:00:00,00:00:00,00:00:00,00:00:00,Ovidiu Amariutei,,,,,,,,No,1,1,TBC,27,7,3,2026,40,October,2025
